country,year,sex,disease,prevalence
Grecia,2014,M,Infarto o conseguenze croniche dell'infarto,3.2
Grecia,2019,M,Infarto o conseguenze croniche dell'infarto,4.5
Spagna,2014,M,Infarto o conseguenze croniche dell'infarto,1.0
Spagna,2019,M,Infarto o conseguenze croniche dell'infarto,1.4
Finlandia,2014,M,Infarto o conseguenze croniche dell'infarto,2.3
Finlandia,2019,M,Infarto o conseguenze croniche dell'infarto,2.4
Francia,2014,M,Infarto o conseguenze croniche dell'infarto,1.5
Francia,2019,M,Infarto o conseguenze croniche dell'infarto,1.5
Croazia,2014,M,Infarto o conseguenze croniche dell'infarto,2.4
Croazia,2019,M,Infarto o conseguenze croniche dell'infarto,3.8
Ungheria,2014,M,Infarto o conseguenze croniche dell'infarto,2.6
Ungheria,2019,M,Infarto o conseguenze croniche dell'infarto,2.5
Irlanda,2014,M,Infarto o conseguenze croniche dell'infarto,2.1
Irlanda,2019,M,Infarto o conseguenze croniche dell'infarto,1.8
Italia,2014,M,Infarto o conseguenze croniche dell'infarto,3.0
Italia,2019,M,Infarto o conseguenze croniche dell'infarto,2.7
Lituania,2014,M,Infarto o conseguenze croniche dell'infarto,2.6
Lituania,2019,M,Infarto o conseguenze croniche dell'infarto,1.9
Lussemburgo,2014,M,Infarto o conseguenze croniche dell'infarto,1.8
Lussemburgo,2019,M,Infarto o conseguenze croniche dell'infarto,0.7
Lettonia,2014,M,Infarto o conseguenze croniche dell'infarto,0.8
Lettonia,2019,M,Infarto o conseguenze croniche dell'infarto,0.9
Malta,2014,M,Infarto o conseguenze croniche dell'infarto,1.7
Malta,2019,M,Infarto o conseguenze croniche dell'infarto,2.0
Paesi Bassi,2014,M,Infarto o conseguenze croniche dell'infarto,0.4
Paesi Bassi,2019,M,Infarto o conseguenze croniche dell'infarto,1.5
Polonia,2014,M,Infarto o conseguenze croniche dell'infarto,3.9
Polonia,2019,M,Infarto o conseguenze croniche dell'infarto,3.4
Portogallo,2014,M,Infarto o conseguenze croniche dell'infarto,2.0
Portogallo,2019,M,Infarto o conseguenze croniche dell'infarto,1.5
Romania,2014,M,Infarto o conseguenze croniche dell'infarto,1.3
Romania,2019,M,Infarto o conseguenze croniche dell'infarto,1.2
Svezia,2014,M,Infarto o conseguenze croniche dell'infarto,1.7
Svezia,2019,M,Infarto o conseguenze croniche dell'infarto,1.3
Slovenia,2014,M,Infarto o conseguenze croniche dell'infarto,1.6
Slovenia,2019,M,Infarto o conseguenze croniche dell'infarto,2.2
Slovacchia,2014,M,Infarto o conseguenze croniche dell'infarto,2.8
Slovacchia,2019,M,Infarto o conseguenze croniche dell'infarto,2.4
Austria,2014,F,Problemi renali,1.9
Austria,2019,F,Problemi renali,2.3
Belgio,2014,F,Problemi renali,0.9
Belgio,2019,F,Problemi renali,1.1
Bulgaria,2014,F,Problemi renali,6.7
Bulgaria,2019,F,Problemi renali,5.1
Cipro,2014,F,Problemi renali,1.3
Cipro,2019,F,Problemi renali,2.2
Repubblica Ceca,2014,F,Problemi renali,2.6
Repubblica Ceca,2019,F,Problemi renali,3.1
Germania,2014,F,Problemi renali,2.1
Germania,2019,F,Problemi renali,2.4
Danimarca,2014,F,Problemi renali,1.4
Danimarca,2019,F,Problemi renali,1.1
Estonia,2014,F,Problemi renali,2.6
Estonia,2019,F,Problemi renali,2.3
Grecia,2014,F,Problemi renali,3.0
Grecia,2019,F,Problemi renali,2.1
Spagna,2014,F,Problemi renali,3.1
Spagna,2019,F,Problemi renali,2.5
Finlandia,2014,F,Problemi renali,1.4
Finlandia,2019,F,Problemi renali,1.7
Francia,2014,F,Problemi renali,1.8
Francia,2019,F,Problemi renali,3.3
Croazia,2014,F,Problemi renali,5.2
Croazia,2019,F,Problemi renali,6.4
Ungheria,2014,F,Problemi renali,2.3
Ungheria,2019,F,Problemi renali,2.9
Irlanda,2014,F,Problemi renali,4.5
Irlanda,2019,F,Problemi renali,2.1
Italia,2014,F,Problemi renali,3.8
Italia,2019,F,Problemi renali,3.9
Lituania,2014,F,Problemi renali,6.0
Lituania,2019,F,Problemi renali,5.9
Lussemburgo,2014,F,Problemi renali,3.0
Lussemburgo,2019,F,Problemi renali,3.5
Lettonia,2014,F,Problemi renali,7.3
Lettonia,2019,F,Problemi renali,5.7
Malta,2014,F,Problemi renali,0.6
Malta,2019,F,Problemi renali,0.9
Paesi Bassi,2014,F,Problemi renali,2.0
Paesi Bassi,2019,F,Problemi renali,2.4
Polonia,2014,F,Problemi renali,4.7
Polonia,2019,F,Problemi renali,4.7
Portogallo,2014,F,Problemi renali,5.6
Portogallo,2019,F,Problemi renali,4.8
Romania,2014,F,Problemi renali,2.4
Romania,2019,F,Problemi renali,1.2
Svezia,2014,F,Problemi renali,1.2
Svezia,2019,F,Problemi renali,1.4
Slovenia,2014,F,Problemi renali,5.8
Slovenia,2019,F,Problemi renali,5.4
Slovacchia,2014,F,Problemi renali,3.9
Slovacchia,2019,F,Problemi renali,4.0
Austria,2014,M,Problemi renali,1.3
Austria,2019,M,Problemi renali,2.2
Belgio,2014,M,Problemi renali,0.7
Belgio,2019,M,Problemi renali,0.7
Bulgaria,2014,M,Problemi renali,4.9
Bulgaria,2019,M,Problemi renali,4.3
Cipro,2014,M,Problemi renali,2.2
Cipro,2019,M,Problemi renali,2.0
Repubblica Ceca,2014,M,Problemi renali,2.1
Repubblica Ceca,2019,M,Problemi renali,2.4
Germania,2014,M,Problemi renali,1.8
Germania,2019,M,Problemi renali,1.9
Danimarca,2014,M,Problemi renali,1.8
Danimarca,2019,M,Problemi renali,1.6
Estonia,2014,M,Problemi renali,1.1
Estonia,2019,M,Problemi renali,1.3
Grecia,2014,M,Problemi renali,2.3
Grecia,2019,M,Problemi renali,1.9
Spagna,2014,M,Problemi renali,2.5
Spagna,2019,M,Problemi renali,2.4
Finlandia,2014,M,Problemi renali,1.5
Finlandia,2019,M,Problemi renali,1.7
Francia,2014,M,Problemi renali,1.9
Francia,2019,M,Problemi renali,3.5
Croazia,2014,M,Problemi renali,3.1
Croazia,2019,M,Problemi renali,6.5
Ungheria,2014,M,Problemi renali,2.4
Ungheria,2019,M,Problemi renali,2.2
Irlanda,2014,M,Problemi renali,3.1
Irlanda,2019,M,Problemi renali,2.2
Italia,2014,M,Problemi renali,3.7
Italia,2019,M,Problemi renali,4.0
Lituania,2014,M,Problemi renali,3.8
Lituania,2019,M,Problemi renali,3.0
Lussemburgo,2014,M,Problemi renali,2.2
Lussemburgo,2019,M,Problemi renali,3.2
Lettonia,2014,M,Problemi renali,2.8
Lettonia,2019,M,Problemi renali,2.2
Malta,2014,M,Problemi renali,1.0
Malta,2019,M,Problemi renali,1.0
Paesi Bassi,2014,M,Problemi renali,1.9
Paesi Bassi,2019,M,Problemi renali,2.2
Polonia,2014,M,Problemi renali,3.2
Polonia,2019,M,Problemi renali,3.5
Portogallo,2014,M,Problemi renali,3.8
Portogallo,2019,M,Problemi renali,3.9
Romania,2014,M,Problemi renali,1.4
Romania,2019,M,Problemi renali,1.2
Svezia,2014,M,Problemi renali,1.9
Svezia,2019,M,Problemi renali,1.5
Slovenia,2014,M,Problemi renali,3.5
Slovenia,2019,M,Problemi renali,4.2
Slovacchia,2014,M,Problemi renali,2.9
Slovacchia,2019,M,Problemi renali,3.0
Austria,2014,F,Disturbi lombari o altri difetti cronici della schiena,26.1
Austria,2019,F,Disturbi lombari o altri difetti cronici della schiena,26.8
Belgio,2014,F,Disturbi lombari o altri difetti cronici della schiena,22.6
Belgio,2019,F,Disturbi lombari o altri difetti cronici della schiena,27.0
Bulgaria,2014,F,Disturbi lombari o altri difetti cronici della schiena,12.1
Bulgaria,2019,F,Disturbi lombari o altri difetti cronici della schiena,11.7
Cipro,2014,F,Disturbi lombari o altri difetti cronici della schiena,17.0
Cipro,2019,F,Disturbi lombari o altri difetti cronici della schiena,19.1
Repubblica Ceca,2014,F,Disturbi lombari o altri difetti cronici della schiena,19.4
Repubblica Ceca,2019,F,Disturbi lombari o altri difetti cronici della schiena,18.6
Germania,2014,F,Disturbi lombari o altri difetti cronici della schiena,41.3
Germania,2019,F,Disturbi lombari o altri difetti cronici della schiena,32.8
Danimarca,2014,F,Disturbi lombari o altri difetti cronici della schiena,13.9
Danimarca,2019,F,Disturbi lombari o altri difetti cronici della schiena,15.0
Estonia,2014,F,Disturbi lombari o altri difetti cronici della schiena,23.2
Estonia,2019,F,Disturbi lombari o altri difetti cronici della schiena,25.0
Grecia,2014,F,Disturbi lombari o altri difetti cronici della schiena,21.7
Grecia,2019,F,Disturbi lombari o altri difetti cronici della schiena,14.8
Spagna,2014,F,Disturbi lombari o altri difetti cronici della schiena,23.8
Spagna,2019,F,Disturbi lombari o altri difetti cronici della schiena,18.7
Finlandia,2014,F,Disturbi lombari o altri difetti cronici della schiena,35.3
Finlandia,2019,F,Disturbi lombari o altri difetti cronici della schiena,36.6
Francia,2014,F,Disturbi lombari o altri difetti cronici della schiena,31.7
Francia,2019,F,Disturbi lombari o altri difetti cronici della schiena,35.6
Croazia,2014,F,Disturbi lombari o altri difetti cronici della schiena,31.7
Croazia,2019,F,Disturbi lombari o altri difetti cronici della schiena,44.3
Ungheria,2014,F,Disturbi lombari o altri difetti cronici della schiena,31.8
Ungheria,2019,F,Disturbi lombari o altri difetti cronici della schiena,33.2
Irlanda,2014,F,Disturbi lombari o altri difetti cronici della schiena,18.6
Irlanda,2019,F,Disturbi lombari o altri difetti cronici della schiena,9.3
Italia,2014,F,Disturbi lombari o altri difetti cronici della schiena,21.8
Italia,2019,F,Disturbi lombari o altri difetti cronici della schiena,20.6
Lituania,2014,F,Disturbi lombari o altri difetti cronici della schiena,26.8
Lituania,2019,F,Disturbi lombari o altri difetti cronici della schiena,32.3
Lussemburgo,2014,F,Disturbi lombari o altri difetti cronici della schiena,33.3
Lussemburgo,2019,F,Disturbi lombari o altri difetti cronici della schiena,31.8
Lettonia,2014,F,Disturbi lombari o altri difetti cronici della schiena,37.6
Lettonia,2019,F,Disturbi lombari o altri difetti cronici della schiena,36.8
Malta,2014,F,Disturbi lombari o altri difetti cronici della schiena,15.5
Malta,2019,F,Disturbi lombari o altri difetti cronici della schiena,8.5
Paesi Bassi,2014,F,Disturbi lombari o altri difetti cronici della schiena,11.7
Paesi Bassi,2019,F,Disturbi lombari o altri difetti cronici della schiena,10.7
Polonia,2014,F,Disturbi lombari o altri difetti cronici della schiena,28.2
Polonia,2019,F,Disturbi lombari o altri difetti cronici della schiena,28.5
Portogallo,2014,F,Disturbi lombari o altri difetti cronici della schiena,40.5
Portogallo,2019,F,Disturbi lombari o altri difetti cronici della schiena,44.5
Romania,2014,F,Disturbi lombari o altri difetti cronici della schiena,12.6
Romania,2019,F,Disturbi lombari o altri difetti cronici della schiena,8.7
Svezia,2014,F,Disturbi lombari o altri difetti cronici della schiena,17.4
Svezia,2019,F,Disturbi lombari o altri difetti cronici della schiena,18.6
Slovenia,2014,F,Disturbi lombari o altri difetti cronici della schiena,41.2
Slovenia,2019,F,Disturbi lombari o altri difetti cronici della schiena,37.1
Slovacchia,2014,F,Disturbi lombari o altri difetti cronici della schiena,19.6
Slovacchia,2019,F,Disturbi lombari o altri difetti cronici della schiena,19.0
Austria,2014,M,Disturbi lombari o altri difetti cronici della schiena,22.7
Austria,2019,M,Disturbi lombari o altri difetti cronici della schiena,24.3
Belgio,2014,M,Disturbi lombari o altri difetti cronici della schiena,18.5
Belgio,2019,M,Disturbi lombari o altri difetti cronici della schiena,23.1
Bulgaria,2014,M,Disturbi lombari o altri difetti cronici della schiena,7.9
Bulgaria,2019,M,Disturbi lombari o altri difetti cronici della schiena,8.9
Cipro,2014,M,Disturbi lombari o altri difetti cronici della schiena,11.3
Cipro,2019,M,Disturbi lombari o altri difetti cronici della schiena,14.8
Repubblica Ceca,2014,M,Disturbi lombari o altri difetti cronici della schiena,16.9
Repubblica Ceca,2019,M,Disturbi lombari o altri difetti cronici della schiena,15.5
Germania,2014,M,Disturbi lombari o altri difetti cronici della schiena,34.9
Germania,2019,M,Disturbi lombari o altri difetti cronici della schiena,29.3
Danimarca,2014,M,Disturbi lombari o altri difetti cronici della schiena,11.9
Danimarca,2019,M,Disturbi lombari o altri difetti cronici della schiena,12.4
Estonia,2014,M,Disturbi lombari o altri difetti cronici della schiena,20.7
Estonia,2019,M,Disturbi lombari o altri difetti cronici della schiena,20.8
Grecia,2014,M,Disturbi lombari o altri difetti cronici della schiena,14.4
Grecia,2019,M,Disturbi lombari o altri difetti cronici della schiena,10.2
Spagna,2014,M,Disturbi lombari o altri difetti cronici della schiena,16.4
Spagna,2019,M,Disturbi lombari o altri difetti cronici della schiena,11.4
Finlandia,2014,M,Disturbi lombari o altri difetti cronici della schiena,32.3
Finlandia,2019,M,Disturbi lombari o altri difetti cronici della schiena,33.0
Francia,2014,M,Disturbi lombari o altri difetti cronici della schiena,28.6
Francia,2019,M,Disturbi lombari o altri difetti cronici della schiena,33.2
Croazia,2014,M,Disturbi lombari o altri difetti cronici della schiena,24.5
Croazia,2019,M,Disturbi lombari o altri difetti cronici della schiena,35.2
Ungheria,2014,M,Disturbi lombari o altri difetti cronici della schiena,29.0
Ungheria,2019,M,Disturbi lombari o altri difetti cronici della schiena,29.0
Irlanda,2014,M,Disturbi lombari o altri difetti cronici della schiena,16.5
Irlanda,2019,M,Disturbi lombari o altri difetti cronici della schiena,8.4
Italia,2014,M,Disturbi lombari o altri difetti cronici della schiena,16.6
Italia,2019,M,Disturbi lombari o altri difetti cronici della schiena,16.6
Lituania,2014,M,Disturbi lombari o altri difetti cronici della schiena,22.1
Lituania,2019,M,Disturbi lombari o altri difetti cronici della schiena,27.4
Lussemburgo,2014,M,Disturbi lombari o altri difetti cronici della schiena,29.3
Lussemburgo,2019,M,Disturbi lombari o altri difetti cronici della schiena,28.7
Lettonia,2014,M,Disturbi lombari o altri difetti cronici della schiena,31.0
Lettonia,2019,M,Disturbi lombari o altri difetti cronici della schiena,34.3
Malta,2014,M,Disturbi lombari o altri difetti cronici della schiena,11.5
Malta,2019,M,Disturbi lombari o altri difetti cronici della schiena,5.1
Paesi Bassi,2014,M,Disturbi lombari o altri difetti cronici della schiena,9.0
Paesi Bassi,2019,M,Disturbi lombari o altri difetti cronici della schiena,8.4
Polonia,2014,M,Disturbi lombari o altri difetti cronici della schiena,21.1
Polonia,2019,M,Disturbi lombari o altri difetti cronici della schiena,22.8
Portogallo,2014,M,Disturbi lombari o altri difetti cronici della schiena,25.6
Portogallo,2019,M,Disturbi lombari o altri difetti cronici della schiena,31.9
Romania,2014,M,Disturbi lombari o altri difetti cronici della schiena,9.3
Romania,2019,M,Disturbi lombari o altri difetti cronici della schiena,6.4
Svezia,2014,M,Disturbi lombari o altri difetti cronici della schiena,13.1
Svezia,2019,M,Disturbi lombari o altri difetti cronici della schiena,14.1
Slovenia,2014,M,Disturbi lombari o altri difetti cronici della schiena,34.8
Slovenia,2019,M,Disturbi lombari o altri difetti cronici della schiena,34.6
Slovacchia,2014,M,Disturbi lombari o altri difetti cronici della schiena,13.2
Slovacchia,2019,M,Disturbi lombari o altri difetti cronici della schiena,13.7
Austria,2014,F,Disturbi del collo o altri difetti cronici del collo,23.0
Austria,2019,F,Disturbi del collo o altri difetti cronici del collo,24.5
Belgio,2014,F,Disturbi del collo o altri difetti cronici del collo,14.4
Belgio,2019,F,Disturbi del collo o altri difetti cronici del collo,19.8
Bulgaria,2014,F,Disturbi del collo o altri difetti cronici del collo,6.8
Bulgaria,2019,F,Disturbi del collo o altri difetti cronici del collo,5.6
Cipro,2014,F,Disturbi del collo o altri difetti cronici del collo,11.8
Cipro,2019,F,Disturbi del collo o altri difetti cronici del collo,14.0
Repubblica Ceca,2014,F,Disturbi del collo o altri difetti cronici del collo,14.0
Repubblica Ceca,2019,F,Disturbi del collo o altri difetti cronici del collo,14.6
Germania,2014,F,Disturbi del collo o altri difetti cronici del collo,40.6
Germania,2019,F,Disturbi del collo o altri difetti cronici del collo,28.4
Danimarca,2014,F,Disturbi del collo o altri difetti cronici del collo,8.8
Danimarca,2019,F,Disturbi del collo o altri difetti cronici del collo,10.0
Estonia,2014,F,Disturbi del collo o altri difetti cronici del collo,11.5
Estonia,2019,F,Disturbi del collo o altri difetti cronici del collo,12.7
Grecia,2014,F,Disturbi del collo o altri difetti cronici del collo,14.2
Grecia,2019,F,Disturbi del collo o altri difetti cronici del collo,8.9
Spagna,2014,F,Disturbi del collo o altri difetti cronici del collo,23.2
Spagna,2019,F,Disturbi del collo o altri difetti cronici del collo,17.4
Finlandia,2014,F,Disturbi del collo o altri difetti cronici del collo,42.0
Finlandia,2019,F,Disturbi del collo o altri difetti cronici del collo,39.2
Francia,2014,F,Disturbi del collo o altri difetti cronici del collo,20.3
Francia,2019,F,Disturbi del collo o altri difetti cronici del collo,25.5
Croazia,2014,F,Disturbi del collo o altri difetti cronici del collo,26.6
Croazia,2019,F,Disturbi del collo o altri difetti cronici del collo,35.8
Ungheria,2014,F,Disturbi del collo o altri difetti cronici del collo,17.1
Ungheria,2019,F,Disturbi del collo o altri difetti cronici del collo,15.1
Irlanda,2014,F,Disturbi del collo o altri difetti cronici del collo,9.1
Irlanda,2019,F,Disturbi del collo o altri difetti cronici del collo,2.9
Italia,2014,F,Disturbi del collo o altri difetti cronici del collo,22.5
Italia,2019,F,Disturbi del collo o altri difetti cronici del collo,22.5
Lituania,2014,F,Disturbi del collo o altri difetti cronici del collo,13.3
Lituania,2019,F,Disturbi del collo o altri difetti cronici del collo,14.7
Lussemburgo,2014,F,Disturbi del collo o altri difetti cronici del collo,18.0
Lussemburgo,2019,F,Disturbi del collo o altri difetti cronici del collo,19.1
Lettonia,2014,F,Disturbi del collo o altri difetti cronici del collo,27.9
Lettonia,2019,F,Disturbi del collo o altri difetti cronici del collo,27.4
Malta,2014,F,Disturbi del collo o altri difetti cronici del collo,8.1
Malta,2019,F,Disturbi del collo o altri difetti cronici del collo,3.7
Paesi Bassi,2014,F,Disturbi del collo o altri difetti cronici del collo,12.3
Paesi Bassi,2019,F,Disturbi del collo o altri difetti cronici del collo,12.6
Polonia,2014,F,Disturbi del collo o altri difetti cronici del collo,20.9
Polonia,2019,F,Disturbi del collo o altri difetti cronici del collo,20.1
Portogallo,2014,F,Disturbi del collo o altri difetti cronici del collo,32.4
Portogallo,2019,F,Disturbi del collo o altri difetti cronici del collo,35.2
Romania,2014,F,Disturbi del collo o altri difetti cronici del collo,8.3
Romania,2019,F,Disturbi del collo o altri difetti cronici del collo,4.7
Svezia,2014,F,Disturbi del collo o altri difetti cronici del collo,17.2
Svezia,2019,F,Disturbi del collo o altri difetti cronici del collo,18.0
Slovenia,2014,F,Disturbi del collo o altri difetti cronici del collo,28.0
Slovenia,2019,F,Disturbi del collo o altri difetti cronici del collo,25.5
Slovacchia,2014,F,Disturbi del collo o altri difetti cronici del collo,17.4
Slovacchia,2019,F,Disturbi del collo o altri difetti cronici del collo,14.0
Austria,2014,M,Disturbi del collo o altri difetti cronici del collo,13.6
Austria,2019,M,Disturbi del collo o altri difetti cronici del collo,14.2
Belgio,2014,M,Disturbi del collo o altri difetti cronici del collo,9.1
Belgio,2019,M,Disturbi del collo o altri difetti cronici del collo,10.5
Bulgaria,2014,M,Disturbi del collo o altri difetti cronici del collo,3.6
Bulgaria,2019,M,Disturbi del collo o altri difetti cronici del collo,2.8
Cipro,2014,M,Disturbi del collo o altri difetti cronici del collo,5.0
Cipro,2019,M,Disturbi del collo o altri difetti cronici del collo,7.7
Repubblica Ceca,2014,M,Disturbi del collo o altri difetti cronici del collo,6.7
Repubblica Ceca,2019,M,Disturbi del collo o altri difetti cronici del collo,8.8
Germania,2014,M,Disturbi del collo o altri difetti cronici del collo,25.8
Germania,2019,M,Disturbi del collo o altri difetti cronici del collo,17.0
Danimarca,2014,M,Disturbi del collo o altri difetti cronici del collo,5.6
Danimarca,2019,M,Disturbi del collo o altri difetti cronici del collo,5.6
Estonia,2014,M,Disturbi del collo o altri difetti cronici del collo,5.9
Estonia,2019,M,Disturbi del collo o altri difetti cronici del collo,6.4
Grecia,2014,M,Disturbi del collo o altri difetti cronici del collo,6.4
Grecia,2019,M,Disturbi del collo o altri difetti cronici del collo,3.7
Spagna,2014,M,Disturbi del collo o altri difetti cronici del collo,11.5
Spagna,2019,M,Disturbi del collo o altri difetti cronici del collo,8.2
Finlandia,2014,M,Disturbi del collo o altri difetti cronici del collo,26.8
Finlandia,2019,M,Disturbi del collo o altri difetti cronici del collo,26.2
Francia,2014,M,Disturbi del collo o altri difetti cronici del collo,11.9
Francia,2019,M,Disturbi del collo o altri difetti cronici del collo,17.4
Croazia,2014,M,Disturbi del collo o altri difetti cronici del collo,17.2
Croazia,2019,M,Disturbi del collo o altri difetti cronici del collo,23.2
Ungheria,2014,M,Disturbi del collo o altri difetti cronici del collo,11.0
Ungheria,2019,M,Disturbi del collo o altri difetti cronici del collo,9.8
Irlanda,2014,M,Disturbi del collo o altri difetti cronici del collo,7.2
Irlanda,2019,M,Disturbi del collo o altri difetti cronici del collo,2.6
Italia,2014,M,Disturbi del collo o altri difetti cronici del collo,13.2
Italia,2019,M,Disturbi del collo o altri difetti cronici del collo,13.2
Lituania,2014,M,Disturbi del collo o altri difetti cronici del collo,6.2
Lituania,2019,M,Disturbi del collo o altri difetti cronici del collo,6.7
Lussemburgo,2014,M,Disturbi del collo o altri difetti cronici del collo,13.2
Lussemburgo,2019,M,Disturbi del collo o altri difetti cronici del collo,11.5
Lettonia,2014,M,Disturbi del collo o altri difetti cronici del collo,15.2
Lettonia,2019,M,Disturbi del collo o altri difetti cronici del collo,14.1
Malta,2014,M,Disturbi del collo o altri difetti cronici del collo,4.4
Malta,2019,M,Disturbi del collo o altri difetti cronici del collo,1.8
Paesi Bassi,2014,M,Disturbi del collo o altri difetti cronici del collo,8.0
Paesi Bassi,2019,M,Disturbi del collo o altri difetti cronici del collo,7.8
Polonia,2014,M,Disturbi del collo o altri difetti cronici del collo,13.0
Polonia,2019,M,Disturbi del collo o altri difetti cronici del collo,11.5
Portogallo,2014,M,Disturbi del collo o altri difetti cronici del collo,15.8
Portogallo,2019,M,Disturbi del collo o altri difetti cronici del collo,20.2
Romania,2014,M,Disturbi del collo o altri difetti cronici del collo,4.0
Romania,2019,M,Disturbi del collo o altri difetti cronici del collo,2.3
Svezia,2014,M,Disturbi del collo o altri difetti cronici del collo,12.1
Svezia,2019,M,Disturbi del collo o altri difetti cronici del collo,11.0
Slovenia,2014,M,Disturbi del collo o altri difetti cronici del collo,17.8
Slovenia,2019,M,Disturbi del collo o altri difetti cronici del collo,17.7
Slovacchia,2014,M,Disturbi del collo o altri difetti cronici del collo,8.3
Slovacchia,2019,M,Disturbi del collo o altri difetti cronici del collo,7.2
Austria,2014,F,Ictus o conseguenze croniche dell'ictus,0.9
Austria,2019,F,Ictus o conseguenze croniche dell'ictus,1.5
Belgio,2014,F,Ictus o conseguenze croniche dell'ictus,1.0
Belgio,2019,F,Ictus o conseguenze croniche dell'ictus,0.4
Bulgaria,2014,F,Ictus o conseguenze croniche dell'ictus,2.6
Bulgaria,2019,F,Ictus o conseguenze croniche dell'ictus,2.5
Cipro,2014,F,Ictus o conseguenze croniche dell'ictus,1.4
Cipro,2019,F,Ictus o conseguenze croniche dell'ictus,1.4
Repubblica Ceca,2014,F,Ictus o conseguenze croniche dell'ictus,1.4
Repubblica Ceca,2019,F,Ictus o conseguenze croniche dell'ictus,1.0
Germania,2014,F,Ictus o conseguenze croniche dell'ictus,1.5
Germania,2019,F,Ictus o conseguenze croniche dell'ictus,2.2
Danimarca,2014,F,Ictus o conseguenze croniche dell'ictus,1.0
Danimarca,2019,F,Ictus o conseguenze croniche dell'ictus,1.3
Estonia,2014,F,Ictus o conseguenze croniche dell'ictus,0.6
Estonia,2019,F,Ictus o conseguenze croniche dell'ictus,0.7
Grecia,2014,F,Ictus o conseguenze croniche dell'ictus,2.1
Grecia,2019,F,Ictus o conseguenze croniche dell'ictus,1.7
Spagna,2014,F,Ictus o conseguenze croniche dell'ictus,0.7
Spagna,2019,F,Ictus o conseguenze croniche dell'ictus,1.1
Finlandia,2014,F,Ictus o conseguenze croniche dell'ictus,1.0
Finlandia,2019,F,Ictus o conseguenze croniche dell'ictus,1.4
Francia,2014,F,Ictus o conseguenze croniche dell'ictus,0.8
Francia,2019,F,Ictus o conseguenze croniche dell'ictus,1.1
Croazia,2014,F,Ictus o conseguenze croniche dell'ictus,2.5
Croazia,2019,F,Ictus o conseguenze croniche dell'ictus,3.3
Ungheria,2014,F,Ictus o conseguenze croniche dell'ictus,2.0
Ungheria,2019,F,Ictus o conseguenze croniche dell'ictus,2.1
Irlanda,2014,F,Ictus o conseguenze croniche dell'ictus,0.6
Irlanda,2019,F,Ictus o conseguenze croniche dell'ictus,0.7
Italia,2014,F,Ictus o conseguenze croniche dell'ictus,1.5
Italia,2019,F,Ictus o conseguenze croniche dell'ictus,1.4
Lituania,2014,F,Ictus o conseguenze croniche dell'ictus,2.6
Lituania,2019,F,Ictus o conseguenze croniche dell'ictus,2.2
Lussemburgo,2014,F,Ictus o conseguenze croniche dell'ictus,0.7
Lussemburgo,2019,F,Ictus o conseguenze croniche dell'ictus,0.8
Lettonia,2014,F,Ictus o conseguenze croniche dell'ictus,1.1
Lettonia,2019,F,Ictus o conseguenze croniche dell'ictus,0.6
Malta,2014,F,Ictus o conseguenze croniche dell'ictus,0.4
Malta,2019,F,Ictus o conseguenze croniche dell'ictus,0.2
Paesi Bassi,2014,F,Ictus o conseguenze croniche dell'ictus,0.4
Paesi Bassi,2019,F,Ictus o conseguenze croniche dell'ictus,1.4
Polonia,2014,F,Ictus o conseguenze croniche dell'ictus,1.8
Polonia,2019,F,Ictus o conseguenze croniche dell'ictus,1.4
Portogallo,2014,F,Ictus o conseguenze croniche dell'ictus,2.0
Portogallo,2019,F,Ictus o conseguenze croniche dell'ictus,2.5
Romania,2014,F,Ictus o conseguenze croniche dell'ictus,1.4
Romania,2019,F,Ictus o conseguenze croniche dell'ictus,1.2
Svezia,2014,F,Ictus o conseguenze croniche dell'ictus,1.2
Svezia,2019,F,Ictus o conseguenze croniche dell'ictus,1.1
Slovenia,2014,F,Ictus o conseguenze croniche dell'ictus,1.1
Slovenia,2019,F,Ictus o conseguenze croniche dell'ictus,1.1
Slovacchia,2014,F,Ictus o conseguenze croniche dell'ictus,1.7
Slovacchia,2019,F,Ictus o conseguenze croniche dell'ictus,2.2
Austria,2014,M,Ictus o conseguenze croniche dell'ictus,0.8
Austria,2019,M,Ictus o conseguenze croniche dell'ictus,1.8
Belgio,2014,M,Ictus o conseguenze croniche dell'ictus,1.1
Belgio,2019,M,Ictus o conseguenze croniche dell'ictus,1.4
Bulgaria,2014,M,Ictus o conseguenze croniche dell'ictus,2.9
Bulgaria,2019,M,Ictus o conseguenze croniche dell'ictus,2.6
Cipro,2014,M,Ictus o conseguenze croniche dell'ictus,1.5
Cipro,2019,M,Ictus o conseguenze croniche dell'ictus,1.6
Repubblica Ceca,2014,M,Ictus o conseguenze croniche dell'ictus,1.3
Repubblica Ceca,2019,M,Ictus o conseguenze croniche dell'ictus,1.5
Germania,2014,M,Ictus o conseguenze croniche dell'ictus,1.4
Germania,2019,M,Ictus o conseguenze croniche dell'ictus,2.3
Danimarca,2014,M,Ictus o conseguenze croniche dell'ictus,1.3
Danimarca,2019,M,Ictus o conseguenze croniche dell'ictus,1.7
Estonia,2014,M,Ictus o conseguenze croniche dell'ictus,0.9
Estonia,2019,M,Ictus o conseguenze croniche dell'ictus,0.7
Grecia,2014,M,Ictus o conseguenze croniche dell'ictus,2.2
Grecia,2019,M,Ictus o conseguenze croniche dell'ictus,1.8
Spagna,2014,M,Ictus o conseguenze croniche dell'ictus,1.1
