country,year,sex,disease,prevalence
HR,2014,F,Low back disorder or other chronic back defect,31.7
HR,2019,F,Low back disorder or other chronic back defect,44.3
HU,2014,F,Low back disorder or other chronic back defect,31.8
HU,2019,F,Low back disorder or other chronic back defect,33.2
IE,2014,F,Low back disorder or other chronic back defect,18.6
IE,2019,F,Low back disorder or other chronic back defect,9.3
IT,2014,F,Low back disorder or other chronic back defect,21.8
IT,2019,F,Low back disorder or other chronic back defect,20.6
LT,2014,F,Low back disorder or other chronic back defect,26.8
LT,2019,F,Low back disorder or other chronic back defect,32.3
LU,2014,F,Low back disorder or other chronic back defect,33.3
LU,2019,F,Low back disorder or other chronic back defect,31.8
LV,2014,F,Low back disorder or other chronic back defect,37.6
LV,2019,F,Low back disorder or other chronic back defect,36.8
MT,2014,F,Low back disorder or other chronic back defect,15.5
MT,2019,F,Low back disorder or other chronic back defect,8.5
NL,2014,F,Low back disorder or other chronic back defect,11.7
NL,2019,F,Low back disorder or other chronic back defect,10.7
PL,2014,F,Low back disorder or other chronic back defect,28.2
PL,2019,F,Low back disorder or other chronic back defect,28.5
PT,2014,F,Low back disorder or other chronic back defect,40.5
PT,2019,F,Low back disorder or other chronic back defect,44.5
RO,2014,F,Low back disorder or other chronic back defect,12.6
RO,2019,F,Low back disorder or other chronic back defect,8.7
SE,2014,F,Low back disorder or other chronic back defect,17.4
SE,2019,F,Low back disorder or other chronic back defect,18.6
SI,2014,F,Low back disorder or other chronic back defect,41.2
SI,2019,F,Low back disorder or other chronic back defect,37.1
SK,2014,F,Low back disorder or other chronic back defect,19.6
SK,2019,F,Low back disorder or other chronic back defect,19.0
AT,2014,M,Low back disorder or other chronic back defect,22.7
AT,2019,M,Low back disorder or other chronic back defect,24.3
BE,2014,M,Low back disorder or other chronic back defect,18.5
BE,2019,M,Low back disorder or other chronic back defect,23.1
BG,2014,M,Low back disorder or other chronic back defect,7.9
BG,2019,M,Low back disorder or other chronic back defect,8.9
CY,2014,M,Low back disorder or other chronic back defect,11.3
CY,2019,M,Low back disorder or other chronic back defect,14.8
CZ,2014,M,Low back disorder or other chronic back defect,16.9
CZ,2019,M,Low back disorder or other chronic back defect,15.5
DE,2014,M,Low back disorder or other chronic back defect,34.9
DE,2019,M,Low back disorder or other chronic back defect,29.3
DK,2014,M,Low back disorder or other chronic back defect,11.9
DK,2019,M,Low back disorder or other chronic back defect,12.4
EE,2014,M,Low back disorder or other chronic back defect,20.7
EE,2019,M,Low back disorder or other chronic back defect,20.8
EL,2014,M,Low back disorder or other chronic back defect,14.4
EL,2019,M,Low back disorder or other chronic back defect,10.2
ES,2014,M,Low back disorder or other chronic back defect,16.4
ES,2019,M,Low back disorder or other chronic back defect,11.4
FI,2014,M,Low back disorder or other chronic back defect,32.3
FI,2019,M,Low back disorder or other chronic back defect,33.0
FR,2014,M,Low back disorder or other chronic back defect,28.6
FR,2019,M,Low back disorder or other chronic back defect,33.2
HR,2014,M,Low back disorder or other chronic back defect,24.5
HR,2019,M,Low back disorder or other chronic back defect,35.2
HU,2014,M,Low back disorder or other chronic back defect,29.0
HU,2019,M,Low back disorder or other chronic back defect,29.0
IE,2014,M,Low back disorder or other chronic back defect,16.5
IE,2019,M,Low back disorder or other chronic back defect,8.4
IT,2014,M,Low back disorder or other chronic back defect,16.6
IT,2019,M,Low back disorder or other chronic back defect,16.6
LT,2014,M,Low back disorder or other chronic back defect,22.1
LT,2019,M,Low back disorder or other chronic back defect,27.4
LU,2014,M,Low back disorder or other chronic back defect,29.3
LU,2019,M,Low back disorder or other chronic back defect,28.7
LV,2014,M,Low back disorder or other chronic back defect,31.0
LV,2019,M,Low back disorder or other chronic back defect,34.3
MT,2014,M,Low back disorder or other chronic back defect,11.5
MT,2019,M,Low back disorder or other chronic back defect,5.1
NL,2014,M,Low back disorder or other chronic back defect,9.0
NL,2019,M,Low back disorder or other chronic back defect,8.4
PL,2014,M,Low back disorder or other chronic back defect,21.1
PL,2019,M,Low back disorder or other chronic back defect,22.8
PT,2014,M,Low back disorder or other chronic back defect,25.6
PT,2019,M,Low back disorder or other chronic back defect,31.9
RO,2014,M,Low back disorder or other chronic back defect,9.3
RO,2019,M,Low back disorder or other chronic back defect,6.4
SE,2014,M,Low back disorder or other chronic back defect,13.1
SE,2019,M,Low back disorder or other chronic back defect,14.1
SI,2014,M,Low back disorder or other chronic back defect,34.8
SI,2019,M,Low back disorder or other chronic back defect,34.6
SK,2014,M,Low back disorder or other chronic back defect,13.2
SK,2019,M,Low back disorder or other chronic back defect,13.7
AT,2014,F,Neck disorder or other chronic neck defect,23.0
AT,2019,F,Neck disorder or other chronic neck defect,24.5
BE,2014,F,Neck disorder or other chronic neck defect,14.4
BE,2019,F,Neck disorder or other chronic neck defect,19.8
BG,2014,F,Neck disorder or other chronic neck defect,6.8
BG,2019,F,Neck disorder or other chronic neck defect,5.6
CY,2014,F,Neck disorder or other chronic neck defect,11.8
CY,2019,F,Neck disorder or other chronic neck defect,14.0
CZ,2014,F,Neck disorder or other chronic neck defect,14.0
CZ,2019,F,Neck disorder or other chronic neck defect,14.6
DE,2014,F,Neck disorder or other chronic neck defect,40.6
DE,2019,F,Neck disorder or other chronic neck defect,28.4
DK,2014,F,Neck disorder or other chronic neck defect,8.8
DK,2019,F,Neck disorder or other chronic neck defect,10.0
EE,2014,F,Neck disorder or other chronic neck defect,11.5
EE,2019,F,Neck disorder or other chronic neck defect,12.7
EL,2014,F,Neck disorder or other chronic neck defect,14.2
EL,2019,F,Neck disorder or other chronic neck defect,8.9
ES,2014,F,Neck disorder or other chronic neck defect,23.2
ES,2019,F,Neck disorder or other chronic neck defect,17.4
FI,2014,F,Neck disorder or other chronic neck defect,42.0
FI,2019,F,Neck disorder or other chronic neck defect,39.2
FR,2014,F,Neck disorder or other chronic neck defect,20.3
FR,2019,F,Neck disorder or other chronic neck defect,25.5
HR,2014,F,Neck disorder or other chronic neck defect,26.6
HR,2019,F,Neck disorder or other chronic neck defect,35.8
HU,2014,F,Neck disorder or other chronic neck defect,17.1
HU,2019,F,Neck disorder or other chronic neck defect,15.1
IE,2014,F,Neck disorder or other chronic neck defect,9.1
IE,2019,F,Neck disorder or other chronic neck defect,2.9
IT,2014,F,Neck disorder or other chronic neck defect,22.5
IT,2019,F,Neck disorder or other chronic neck defect,22.5
LT,2014,F,Neck disorder or other chronic neck defect,13.3
LT,2019,F,Neck disorder or other chronic neck defect,14.7
LU,2014,F,Neck disorder or other chronic neck defect,18.0
LU,2019,F,Neck disorder or other chronic neck defect,19.1
LV,2014,F,Neck disorder or other chronic neck defect,27.9
LV,2019,F,Neck disorder or other chronic neck defect,27.4
MT,2014,F,Neck disorder or other chronic neck defect,8.1
MT,2019,F,Neck disorder or other chronic neck defect,3.7
NL,2014,F,Neck disorder or other chronic neck defect,12.3
NL,2019,F,Neck disorder or other chronic neck defect,12.6
PL,2014,F,Neck disorder or other chronic neck defect,20.9
PL,2019,F,Neck disorder or other chronic neck defect,20.1
PT,2014,F,Neck disorder or other chronic neck defect,32.4
PT,2019,F,Neck disorder or other chronic neck defect,35.2
RO,2014,F,Neck disorder or other chronic neck defect,8.3
RO,2019,F,Neck disorder or other chronic neck defect,4.7
SE,2014,F,Neck disorder or other chronic neck defect,17.2
SE,2019,F,Neck disorder or other chronic neck defect,18.0
SI,2014,F,Neck disorder or other chronic neck defect,28.0
SI,2019,F,Neck disorder or other chronic neck defect,25.5
SK,2014,F,Neck disorder or other chronic neck defect,17.4
SK,2019,F,Neck disorder or other chronic neck defect,14.0
AT,2014,M,Neck disorder or other chronic neck defect,13.6
AT,2019,M,Neck disorder or other chronic neck defect,14.2
BE,2014,M,Neck disorder or other chronic neck defect,9.1
BE,2019,M,Neck disorder or other chronic neck defect,10.5
BG,2014,M,Neck disorder or other chronic neck defect,3.6
BG,2019,M,Neck disorder or other chronic neck defect,2.8
CY,2014,M,Neck disorder or other chronic neck defect,5.0
CY,2019,M,Neck disorder or other chronic neck defect,7.7
CZ,2014,M,Neck disorder or other chronic neck defect,6.7
CZ,2019,M,Neck disorder or other chronic neck defect,8.8
DE,2014,M,Neck disorder or other chronic neck defect,25.8
DE,2019,M,Neck disorder or other chronic neck defect,17.0
DK,2014,M,Neck disorder or other chronic neck defect,5.6
DK,2019,M,Neck disorder or other chronic neck defect,5.6
EE,2014,M,Neck disorder or other chronic neck defect,5.9
EE,2019,M,Neck disorder or other chronic neck defect,6.4
EL,2014,M,Neck disorder or other chronic neck defect,6.4
EL,2019,M,Neck disorder or other chronic neck defect,3.7
ES,2014,M,Neck disorder or other chronic neck defect,11.5
ES,2019,M,Neck disorder or other chronic neck defect,8.2
FI,2014,M,Neck disorder or other chronic neck defect,26.8
FI,2019,M,Neck disorder or other chronic neck defect,26.2
FR,2014,M,Neck disorder or other chronic neck defect,11.9
FR,2019,M,Neck disorder or other chronic neck defect,17.4
HR,2014,M,Neck disorder or other chronic neck defect,17.2
HR,2019,M,Neck disorder or other chronic neck defect,23.2
HU,2014,M,Neck disorder or other chronic neck defect,11.0
HU,2019,M,Neck disorder or other chronic neck defect,9.8
IE,2014,M,Neck disorder or other chronic neck defect,7.2
IE,2019,M,Neck disorder or other chronic neck defect,2.6
IT,2014,M,Neck disorder or other chronic neck defect,13.2
IT,2019,M,Neck disorder or other chronic neck defect,13.2
LT,2014,M,Neck disorder or other chronic neck defect,6.2
LT,2019,M,Neck disorder or other chronic neck defect,6.7
LU,2014,M,Neck disorder or other chronic neck defect,13.2
LU,2019,M,Neck disorder or other chronic neck defect,11.5
LV,2014,M,Neck disorder or other chronic neck defect,15.2
LV,2019,M,Neck disorder or other chronic neck defect,14.1
MT,2014,M,Neck disorder or other chronic neck defect,4.4
MT,2019,M,Neck disorder or other chronic neck defect,1.8
NL,2014,M,Neck disorder or other chronic neck defect,8.0
NL,2019,M,Neck disorder or other chronic neck defect,7.8
PL,2014,M,Neck disorder or other chronic neck defect,13.0
PL,2019,M,Neck disorder or other chronic neck defect,11.5
PT,2014,M,Neck disorder or other chronic neck defect,15.8
PT,2019,M,Neck disorder or other chronic neck defect,20.2
RO,2014,M,Neck disorder or other chronic neck defect,4.0
RO,2019,M,Neck disorder or other chronic neck defect,2.3
SE,2014,M,Neck disorder or other chronic neck defect,12.1
SE,2019,M,Neck disorder or other chronic neck defect,11.0
SI,2014,M,Neck disorder or other chronic neck defect,17.8
SI,2019,M,Neck disorder or other chronic neck defect,17.7
SK,2014,M,Neck disorder or other chronic neck defect,8.3
SK,2019,M,Neck disorder or other chronic neck defect,7.2
AT,2014,F,Stroke or chronic consequences of stroke,0.9
AT,2019,F,Stroke or chronic consequences of stroke,1.5
BE,2014,F,Stroke or chronic consequences of stroke,1.0
BE,2019,F,Stroke or chronic consequences of stroke,0.4
BG,2014,F,Stroke or chronic consequences of stroke,2.6
BG,2019,F,Stroke or chronic consequences of stroke,2.5
CY,2014,F,Stroke or chronic consequences of stroke,1.4
CY,2019,F,Stroke or chronic consequences of stroke,1.4
CZ,2014,F,Stroke or chronic consequences of stroke,1.4
CZ,2019,F,Stroke or chronic consequences of stroke,1.0
DE,2014,F,Stroke or chronic consequences of stroke,1.5
DE,2019,F,Stroke or chronic consequences of stroke,2.2
DK,2014,F,Stroke or chronic consequences of stroke,1.0
DK,2019,F,Stroke or chronic consequences of stroke,1.3
EE,2014,F,Stroke or chronic consequences of stroke,0.6
EE,2019,F,Stroke or chronic consequences of stroke,0.7
EL,2014,F,Stroke or chronic consequences of stroke,2.1
EL,2019,F,Stroke or chronic consequences of stroke,1.7
ES,2014,F,Stroke or chronic consequences of stroke,0.7
ES,2019,F,Stroke or chronic consequences of stroke,1.1
FI,2014,F,Stroke or chronic consequences of stroke,1.0
FI,2019,F,Stroke or chronic consequences of stroke,1.4
FR,2014,F,Stroke or chronic consequences of stroke,0.8
FR,2019,F,Stroke or chronic consequences of stroke,1.1
HR,2014,F,Stroke or chronic consequences of stroke,2.5
HR,2019,F,Stroke or chronic consequences of stroke,3.3
HU,2014,F,Stroke or chronic consequences of stroke,2.0
HU,2019,F,Stroke or chronic consequences of stroke,2.1
IE,2014,F,Stroke or chronic consequences of stroke,0.6
IE,2019,F,Stroke or chronic consequences of stroke,0.7
IT,2014,F,Stroke or chronic consequences of stroke,1.5
IT,2019,F,Stroke or chronic consequences of stroke,1.4
LT,2014,F,Stroke or chronic consequences of stroke,2.6
LT,2019,F,Stroke or chronic consequences of stroke,2.2
LU,2014,F,Stroke or chronic consequences of stroke,0.7
LU,2019,F,Stroke or chronic consequences of stroke,0.8
LV,2014,F,Stroke or chronic consequences of stroke,1.1
LV,2019,F,Stroke or chronic consequences of stroke,0.6
MT,2014,F,Stroke or chronic consequences of stroke,0.4
MT,2019,F,Stroke or chronic consequences of stroke,0.2
NL,2014,F,Stroke or chronic consequences of stroke,0.4
NL,2019,F,Stroke or chronic consequences of stroke,1.4
PL,2014,F,Stroke or chronic consequences of stroke,1.8
PL,2019,F,Stroke or chronic consequences of stroke,1.4
PT,2014,F,Stroke or chronic consequences of stroke,2.0
PT,2019,F,Stroke or chronic consequences of stroke,2.5
RO,2014,F,Stroke or chronic consequences of stroke,1.4
RO,2019,F,Stroke or chronic consequences of stroke,1.2
SE,2014,F,Stroke or chronic consequences of stroke,1.2
SE,2019,F,Stroke or chronic consequences of stroke,1.1
SI,2014,F,Stroke or chronic consequences of stroke,1.1
SI,2019,F,Stroke or chronic consequences of stroke,1.1
SK,2014,F,Stroke or chronic consequences of stroke,1.7
SK,2019,F,Stroke or chronic consequences of stroke,2.2
AT,2014,M,Stroke or chronic consequences of stroke,0.8
AT,2019,M,Stroke or chronic consequences of stroke,1.8
BE,2014,M,Stroke or chronic consequences of stroke,1.1
BE,2019,M,Stroke or chronic consequences of stroke,1.4
BG,2014,M,Stroke or chronic consequences of stroke,2.9
BG,2019,M,Stroke or chronic consequences of stroke,2.6
CY,2014,M,Stroke or chronic consequences of stroke,1.5
CY,2019,M,Stroke or chronic consequences of stroke,1.6
CZ,2014,M,Stroke or chronic consequences of stroke,1.3
CZ,2019,M,Stroke or chronic consequences of stroke,1.5
DE,2014,M,Stroke or chronic consequences of stroke,1.4
DE,2019,M,Stroke or chronic consequences of stroke,2.3
DK,2014,M,Stroke or chronic consequences of stroke,1.3
DK,2019,M,Stroke or chronic consequences of stroke,1.7
EE,2014,M,Stroke or chronic consequences of stroke,0.9
EE,2019,M,Stroke or chronic consequences of stroke,0.7
EL,2014,M,Stroke or chronic consequences of stroke,2.2
EL,2019,M,Stroke or chronic consequences of stroke,1.8
ES,2014,M,Stroke or chronic consequences of stroke,1.1
ES,2019,M,Stroke or chronic consequences of stroke,1.0
FI,2014,M,Stroke or chronic consequences of stroke,2.0
FI,2019,M,Stroke or chronic consequences of stroke,2.3
FR,2014,M,Stroke or chronic consequences of stroke,1.1
FR,2019,M,Stroke or chronic consequences of stroke,1.2
HR,2014,M,Stroke or chronic consequences of stroke,2.1
HR,2019,M,Stroke or chronic consequences of stroke,2.8
HU,2014,M,Stroke or chronic consequences of stroke,2.8
HU,2019,M,Stroke or chronic consequences of stroke,2.0
IE,2014,M,Stroke or chronic consequences of stroke,0.9
IE,2019,M,Stroke or chronic consequences of stroke,1.1
IT,2014,M,Stroke or chronic consequences of stroke,1.5
IT,2019,M,Stroke or chronic consequences of stroke,1.4
LT,2014,M,Stroke or chronic consequences of stroke,2.5
LT,2019,M,Stroke or chronic consequences of stroke,2.3
LU,2014,M,Stroke or chronic consequences of stroke,1.9
LU,2019,M,Stroke or chronic consequences of stroke,0.8
LV,2014,M,Stroke or chronic consequences of stroke,1.0
LV,2019,M,Stroke or chronic consequences of stroke,0.9
MT,2014,M,Stroke or chronic consequences of stroke,0.4
MT,2019,M,Stroke or chronic consequences of stroke,0.4
NL,2014,M,Stroke or chronic consequences of stroke,0.3
NL,2019,M,Stroke or chronic consequences of stroke,1.7
PL,2014,M,Stroke or chronic consequences of stroke,2.2
PL,2019,M,Stroke or chronic consequences of stroke,2.0
PT,2014,M,Stroke or chronic consequences of stroke,2.0
PT,2019,M,Stroke or chronic consequences of stroke,1.6
RO,2014,M,Stroke or chronic consequences of stroke,1.2
RO,2019,M,Stroke or chronic consequences of stroke,1.1
SE,2014,M,Stroke or chronic consequences of stroke,1.1
SE,2019,M,Stroke or chronic consequences of stroke,1.0
SI,2014,M,Stroke or chronic consequences of stroke,1.9
SI,2019,M,Stroke or chronic consequences of stroke,1.7
SK,2014,M,Stroke or chronic consequences of stroke,2.0
SK,2019,M,Stroke or chronic consequences of stroke,2.0
AT,2014,F,"Urinary incontinence, problems in controlling the bladder",5.1
AT,2019,F,"Urinary incontinence, problems in controlling the bladder",5.9
BE,2014,F,"Urinary incontinence, problems in controlling the bladder",5.6
BE,2019,F,"Urinary incontinence, problems in controlling the bladder",6.0
BG,2014,F,"Urinary incontinence, problems in controlling the bladder",2.6
BG,2019,F,"Urinary incontinence, problems in controlling the bladder",2.4
CY,2014,F,"Urinary incontinence, problems in controlling the bladder",2.5
CY,2019,F,"Urinary incontinence, problems in controlling the bladder",4.7
CZ,2014,F,"Urinary incontinence, problems in controlling the bladder",5.8
CZ,2019,F,"Urinary incontinence, problems in controlling the bladder",5.2
DE,2014,F,"Urinary incontinence, problems in controlling the bladder",10.2
DE,2019,F,"Urinary incontinence, problems in controlling the bladder",10.3
DK,2014,F,"Urinary incontinence, problems in controlling the bladder",7.6
DK,2019,F,"Urinary incontinence, problems in controlling the bladder",8.8
EE,2014,F,"Urinary incontinence, problems in controlling the bladder",2.9
EE,2019,F,"Urinary incontinence, problems in controlling the bladder",4.3
EL,2014,F,"Urinary incontinence, problems in controlling the bladder",4.1
EL,2019,F,"Urinary incontinence, problems in controlling the bladder",2.3
ES,2014,F,"Urinary incontinence, problems in controlling the bladder",5.6
ES,2019,F,"Urinary incontinence, problems in controlling the bladder",5.3
FI,2014,F,"Urinary incontinence, problems in controlling the bladder",13.6
FI,2019,F,"Urinary incontinence, problems in controlling the bladder",13.4
FR,2014,F,"Urinary incontinence, problems in controlling the bladder",7.5
FR,2019,F,"Urinary incontinence, problems in controlling the bladder",9.5
HR,2014,F,"Urinary incontinence, problems in controlling the bladder",7.3
HR,2019,F,"Urinary incontinence, problems in controlling the bladder",15.3
HU,2014,F,"Urinary incontinence, problems in controlling the bladder",6.5
HU,2019,F,"Urinary incontinence, problems in controlling the bladder",6.5
IE,2014,F,"Urinary incontinence, problems in controlling the bladder",9.4
IE,2019,F,"Urinary incontinence, problems in controlling the bladder",1.7
IT,2014,F,"Urinary incontinence, problems in controlling the bladder",5.6
IT,2019,F,"Urinary incontinence, problems in controlling the bladder",5.3
LT,2014,F,"Urinary incontinence, problems in controlling the bladder",7.0
LT,2019,F,"Urinary incontinence, problems in controlling the bladder",8.4
LU,2014,F,"Urinary incontinence, problems in controlling the bladder",7.7
LU,2019,F,"Urinary incontinence, problems in controlling the bladder",7.3
LV,2014,F,"Urinary incontinence, problems in controlling the bladder",11.4
LV,2019,F,"Urinary incontinence, problems in controlling the bladder",10.2
MT,2014,F,"Urinary incontinence, problems in controlling the bladder",3.9
MT,2019,F,"Urinary incontinence, problems in controlling the bladder",2.0
NL,2014,F,"Urinary incontinence, problems in controlling the bladder",10.4
NL,2019,F,"Urinary incontinence, problems in controlling the bladder",11.6
PL,2014,F,"Urinary incontinence, problems in controlling the bladder",5.9
PL,2019,F,"Urinary incontinence, problems in controlling the bladder",6.4
PT,2014,F,"Urinary incontinence, problems in controlling the bladder",9.8
PT,2019,F,"Urinary incontinence, problems in controlling the bladder",10.8
RO,2014,F,"Urinary incontinence, problems in controlling the bladder",1.3
RO,2019,F,"Urinary incontinence, problems in controlling the bladder",1.5
SE,2014,F,"Urinary incontinence, problems in controlling the bladder",9.6
SE,2019,F,"Urinary incontinence, problems in controlling the bladder",11.9
SI,2014,F,"Urinary incontinence, problems in controlling the bladder",10.7
SI,2019,F,"Urinary incontinence, problems in controlling the bladder",10.3
SK,2014,F,"Urinary incontinence, problems in controlling the bladder",5.1
SK,2019,F,"Urinary incontinence, problems in controlling the bladder",5.7
AT,2014,M,"Urinary incontinence, problems in controlling the bladder",2.1
AT,2019,M,"Urinary incontinence, problems in controlling the bladder",3.0
BE,2014,M,"Urinary incontinence, problems in controlling the bladder",2.8
BE,2019,M,"Urinary incontinence, problems in controlling the bladder",3.7
BG,2014,M,"Urinary incontinence, problems in controlling the bladder",3.1
BG,2019,M,"Urinary incontinence, problems in controlling the bladder",2.7
CY,2014,M,"Urinary incontinence, problems in controlling the bladder",1.2
CY,2019,M,"Urinary incontinence, problems in controlling the bladder",2.6
CZ,2014,M,"Urinary incontinence, problems in controlling the bladder",3.8
CZ,2019,M,"Urinary incontinence, problems in controlling the bladder",0.9
DE,2014,M,"Urinary incontinence, problems in controlling the bladder",5.5
DE,2019,M,"Urinary incontinence, problems in controlling the bladder",5.3
DK,2014,M,"Urinary incontinence, problems in controlling the bladder",6.2
DK,2019,M,"Urinary incontinence, problems in controlling the bladder",6.0
EE,2014,M,"Urinary incontinence, problems in controlling the bladder",0.7
EE,2019,M,"Urinary incontinence, problems in controlling the bladder",2.3
EL,2014,M,"Urinary incontinence, problems in controlling the bladder",2.4
EL,2019,M,"Urinary incontinence, problems in controlling the bladder",1.7
ES,2014,M,"Urinary incontinence, problems in controlling the bladder",3.3
ES,2019,M,"Urinary incontinence, problems in controlling the bladder",2.5
FI,2014,M,"Urinary incontinence, problems in controlling the bladder",4.5
FI,2019,M,"Urinary incontinence, problems in controlling the bladder",4.5
FR,2014,M,"Urinary incontinence, problems in controlling the bladder",3.8
FR,2019,M,"Urinary incontinence, problems in controlling the bladder",4.9
HR,2014,M,"Urinary incontinence, problems in controlling the bladder",5.5
HR,2019,M,"Urinary incontinence, problems in controlling the bladder",10.8
HU,2014,M,"Urinary incontinence, problems in controlling the bladder",3.9
HU,2019,M,"Urinary incontinence, problems in controlling the bladder",2.9
IE,2014,M,"Urinary incontinence, problems in controlling the bladder",5.2
IE,2019,M,"Urinary incontinence, problems in controlling the bladder",1.4
IT,2014,M,"Urinary incontinence, problems in controlling the bladder",4.1
IT,2019,M,"Urinary incontinence, problems in controlling the bladder",3.8
LT,2014,M,"Urinary incontinence, problems in controlling the bladder",3.7
LT,2019,M,"Urinary incontinence, problems in controlling the bladder",4.0
LU,2014,M,"Urinary incontinence, problems in controlling the bladder",4.6
LU,2019,M,"Urinary incontinence, problems in controlling the bladder",4.7
LV,2014,M,"Urinary incontinence, problems in controlling the bladder",4.2
LV,2019,M,"Urinary incontinence, problems in controlling the bladder",4.5
MT,2014,M,"Urinary incontinence, problems in controlling the bladder",1.6
MT,2019,M,"Urinary incontinence, problems in controlling the bladder",1.4
NL,2014,M,"Urinary incontinence, problems in controlling the bladder",2.6
NL,2019,M,"Urinary incontinence, problems in controlling the bladder",3.2
PL,2014,M,"Urinary incontinence, problems in controlling the bladder",2.1
PL,2019,M,"Urinary incontinence, problems in controlling the bladder",2.6
PT,2014,M,"Urinary incontinence, problems in controlling the bladder",5.0
PT,2019,M,"Urinary incontinence, problems in controlling the bladder",4.9
RO,2014,M,"Urinary incontinence, problems in controlling the bladder",1.6
RO,2019,M,"Urinary incontinence, problems in controlling the bladder",1.5
SE,2014,M,"Urinary incontinence, problems in controlling the bladder",4.2
SE,2019,M,"Urinary incontinence, problems in controlling the bladder",5.2
SI,2014,M,"Urinary incontinence, problems in controlling the bladder",5.7
SI,2019,M,"Urinary incontinence, problems in controlling the bladder",5.3
SK,2014,M,"Urinary incontinence, problems in controlling the bladder",3.1
SK,2019,M,"Urinary incontinence, problems in controlling the bladder",3.1
